Ticket_Subject,Ticket_Description,Product_Purchased,Ticket_Channel,Ticket_Type,Customer_Age,Ticket_Priority
Defeito crítico no Freezer,O Freezer com tampa ou porta emperrada. Não abre nem fecha de forma correta mais.,Freezer,Email,Reclamação,35,Alta
Falha no Soundbar Sony,"O Soundbar Sony não conecta ao Wi-Fi de jeito algum. Reinstalei o sistema, resetei o roteador e fiz o pareamento novamente sem êxito. Meu trabalho depende totalmente dessa conectividade.",Soundbar Sony,Email,Cancelamento,75,Média
Manutenção Impressora HP,O Impressora HP com defeito na tela que fica piscando constantemente sem parar durante todo o uso.,Impressora HP,Chat,Cancelamento,33,Média
Defeito,aaaaaaa,Smartwatch Garmin,Email,Cancelamento,21,Baixa
Assistência Smart TV LG 50,Smart TV LG 50 sem imagem nenhuma.,Smart TV LG 50,Email,Reclamação,41,Média
Assistência Caixa de Som JBL,Técnico realizou manutenção no Caixa de Som JBL mas o mesmo defeito voltou no dia seguinte.,Caixa de Som JBL,Email,Cancelamento,85,Média
Suporte,ajuda urgente,Aquecedor a Gás,Chat,Cancelamento,43,Baixa
Info sobre Xbox Series X,O Xbox Series X travou completamente e não consigo acessar nenhum arquivo importante de trabalho salvo.,Xbox Series X,Telefone,Problema Técnico,83,Alta
Info sobre Xbox Series X,Xbox Series X com falha.,Xbox Series X,Chat,Cancelamento,63,Média
Defeito no Smart TV LG 50,Solicitei cancelamento do Smart TV LG 50 e continuo sendo cobrado indevidamente mês após mês.,Smart TV LG 50,Chat,Cancelamento,19,Média
Samsung Galaxy S23 não liga - prazo em risco,O Samsung Galaxy S23 não conecta à internet após a última atualização automática de software recebida.,Samsung Galaxy S23,Email,Cancelamento,58,Média
Controle Xbox com comportamento estranho,O Controle Xbox com defeito grave desde a compra não liga mais e está dentro da garantia. Já tentei todos os procedimentos descritos. Solicito visita técnica pois é essencial na rotina.,Controle Xbox,Email,Solicitação de reembolso,84,Média
Lavadora a Pressão com faísca elétrica,O Lavadora a Pressão não carrega mais de jeito nenhum. Trabalho em home office e preciso dele urgentemente.,Lavadora a Pressão,Telefone,Dúvida,38,Alta
Falha no Smart TV Samsung 55,O Smart TV Samsung 55 falhou completamente após atualização automática de firmware. Não consigo acessar o menu para reverter a versão. Preciso de suporte técnico remoto especializado com urgência...,Smart TV Samsung 55,Telefone,Solicitação de reembolso,61,Alta
Suporte: Câmera Canon EOS,O Câmera Canon EOS com bateria descarregando muito mais rápido do que o esperado e prometido.,Câmera Canon EOS,Email,Reclamação,76,Média
Xbox Series X com falha leve,"O Xbox Series X emitindo ruído alto e vibração intensa, completamente fora do comportamento normal esperado.",Xbox Series X,Chat,Problema Técnico,52,Alta
Micro-ondas travado - trabalho parado,O Micro-ondas não conecta à internet após a última atualização automática de software recebida.,Micro-ondas,Email,Solicitação de reembolso,45,Média
Como usar PlayStation 5,O PlayStation 5 parou no meio do ciclo de uso e não reinicia de forma alguma agora.,PlayStation 5,Telefone,Problema Técnico,46,Alta
MacBook Pro travado - trabalho parado,O MacBook Pro para de responder ao toque após aproximadamente trinta minutos de uso normal. Já reinstalei o sistema operacional duas vezes completas e o comportamento persiste sem mudança.,MacBook Pro,Email,Reclamação,33,Alta
Notebook Dell XPS tela quebrada - urgente,O Notebook Dell XPS apresenta tela piscando de forma intermitente e às vezes apaga totalmente. Comprei há dois meses e já está com defeito grave. Quero acionar a garantia para substituição.,Notebook Dell XPS,Chat,Reclamação,57,Alta
Preciso de ajuda,alguem me ajuda,Micro-ondas,Telefone,Solicitação de reembolso,22,Média
Defeito no Airfryer Philips,Airfryer Philips vazando.,Airfryer Philips,Chat,Reclamação,51,Alta
Soundbar Sony não funciona,Soundbar Sony defeituoso.,Soundbar Sony,Email,Dúvida,60,Baixa
Freezer parou - urgente,Botão travado.,Freezer,Email,Cancelamento,45,Média
Defeito no Impressora HP,O Impressora HP emite ruído alto durante funcionamento normal. O técnico da loja disse ser normal mas claramente não é. Outros usuários relatam o mesmo defeito nos fóruns do produto.,Impressora HP,Chat,Dúvida,21,Baixa
Dúvida técnica Amazon Kindle,Recebi o Amazon Kindle com embalagem danificada e produto com riscos visíveis. Ao ligar apresentou erro de inicialização logo de cara. Solicito troca pois chegou com defeito de fábrica.,Amazon Kindle,Telefone,Solicitação de reembolso,69,Alta
Monitor LG 27 com defeito intermitente,O Monitor LG 27 não funciona em modo automático. Só opera no modo manual agora por algum motivo.,Monitor LG 27,Email,Dúvida,46,Baixa
Defeito,bugou,Geladeira,Email,Dúvida,57,Baixa
Problema no iPhone 14 - reunião amanhã,O iPhone 14 caiu e a tela quebrou parcialmente. Ainda funciona mas está inutilizável profissionalmente. É minha principal ferramenta de trabalho. Preciso saber sobre cobertura de garantia.,iPhone 14,Email,Solicitação de reembolso,20,Média
Urgente,zuado,Aspirador Dyson,Chat,Solicitação de reembolso,72,Baixa
Defeito,nao ligo,MacBook Pro,Chat,Dúvida,36,Média
Micro-ondas não liga - prazo em risco,Micro-ondas queimando.,Micro-ondas,Chat,Reclamação,80,Alta
Manutenção Smart TV LG 50,Smart TV LG 50 parou de vez.,Smart TV LG 50,Email,Dúvida,39,Baixa
Defeito no Notebook Lenovo - home office,O Notebook Lenovo com defeito grave desde a compra não liga mais e está dentro da garantia. Já tentei todos os procedimentos descritos. Solicito visita técnica pois é essencial na rotina.,Notebook Lenovo,Chat,Reclamação,48,Alta
iPhone 13 quebrou - sem produtividade,O iPhone 13 travou completamente e não consigo acessar nenhum arquivo importante de trabalho salvo.,iPhone 13,Email,Cancelamento,71,Média
Preciso de ajuda,travou tudo,Máquina de Lavar,Chat,Solicitação de reembolso,67,Baixa
Monitor LG 27 inoperante,O Monitor LG 27 não liga na tomada mas funciona normalmente na bateria interna. Falha elétrica.,Monitor LG 27,Email,Cancelamento,39,Baixa
Manutenção Monitor LG 27,O Monitor LG 27 para de responder ao toque após aproximadamente trinta minutos de uso normal. Já reinstalei o sistema operacional duas vezes completas e o comportamento persiste sem mudança.,Monitor LG 27,Email,Dúvida,84,Baixa
iPhone 14 travado - trabalho parado,O iPhone 14 chegou completamente amassado pelos correios com estrutura danificada. Ao ligar pela primeira vez não funciona corretamente. Quero reembolso integral ou troca por produto novo.,iPhone 14,Chat,Solicitação de reembolso,50,Alta
Computador Desktop travado - trabalho parado,O Computador Desktop apresenta erro E5 no display e não executa mais nenhuma função disponível.,Computador Desktop,Email,Dúvida,64,Média
Soundbar Sony com problema técnico,O Soundbar Sony com bateria descarregando muito mais rápido do que o esperado e prometido.,Soundbar Sony,Email,Solicitação de reembolso,71,Média
Defeito,quebrou,Airfryer Philips,Chat,Dúvida,47,Baixa
Fone Bluetooth JBL com comportamento estranho,O Fone Bluetooth JBL falhou completamente após atualização automática de firmware. Não consigo acessar o menu para reverter a versão. Preciso de suporte técnico remoto especializado com urgência...,Fone Bluetooth JBL,Telefone,Cancelamento,42,Média
Manutenção Smart TV LG 50,O Smart TV LG 50 com som completamente distorcido e alto. Incomoda os vizinhos e é insuportável.,Smart TV LG 50,Email,Reclamação,44,Média
Computador Desktop travado - trabalho parado,Técnico realizou manutenção no Computador Desktop mas o mesmo defeito voltou no dia seguinte.,Computador Desktop,Email,Dúvida,18,Baixa
iPhone 14 quebrou - sem produtividade,iPhone 14 muito lento.,iPhone 14,Telefone,Problema Técnico,27,Urgente
Urgente: Bebedouro com risco de incêndio,O Bebedouro apresentou cheiro de queimado forte. Desliguei imediatamente por questão de segurança da família.,Bebedouro,Chat,Solicitação de reembolso,41,Alta
Micro-ondas não liga - prazo em risco,O Micro-ondas não sincroniza mais com o aplicativo oficial. Já reinstalei o app várias vezes.,Micro-ondas,Telefone,Problema Técnico,64,Urgente
Problema grave no Aquecedor a Gás,"O Aquecedor a Gás superaquece intensamente ao ser ligado, ficando quente em menos de cinco minutos de uso. Desliguei por segurança. Tem apenas dois meses de uso e é completamente anormal.",Aquecedor a Gás,Email,Reclamação,68,Alta
Preciso de ajuda,asdasdasd,Aquecedor a Gás,Chat,Problema Técnico,40,Baixa
Problemas,nao funfa,MacBook Pro,Telefone,Dúvida,72,Média
Máquina de Lavar com vazamento perigoso,O Máquina de Lavar parou de funcionar completamente. Tenho crianças em casa que dependem do equipamento diariamente.,Máquina de Lavar,Email,Reclamação,62,Alta
Computador Desktop tela quebrada - urgente,Computador Desktop tela preta.,Computador Desktop,Telefone,Cancelamento,80,Alta
Defeito no Impressora HP,O Impressora HP com conexão Wi-Fi caindo a cada poucos minutos de uso contínuo.,Impressora HP,Email,Problema Técnico,18,Alta
Bebedouro com cheiro de queimado,Bebedouro sem resposta.,Bebedouro,Email,Problema Técnico,77,Urgente
Defeito no iPad Pro - home office,Em apenas três semanas o iPad Pro já deu problema duas vezes. A primeira vez resolveu sozinho mas agora parou definitivamente. Quero troca imediata ou reembolso total do valor pago.,iPad Pro,Email,Reclamação,55,Alta
Computador Desktop quebrou - sem produtividade,O Computador Desktop desliga sozinho várias vezes por dia sem motivo aparente. Verifiquei a instalação elétrica e o problema é do aparelho. Tentei redefinir para padrão de fábrica sem sucesso.,Computador Desktop,Chat,Reclamação,83,Alta
Manutenção Roteador Wi-Fi,Roteador Wi-Fi queimando.,Roteador Wi-Fi,Email,Solicitação de reembolso,54,Média
Defeito no Soundbar Sony,O Soundbar Sony com touchscreen sem resposta na parte inferior da tela durante o uso.,Soundbar Sony,Email,Problema Técnico,77,Alta
Urgente,travou tudo,Smartwatch Garmin,Chat,Reclamação,79,Média
Máquina de Lavar com vazamento perigoso,O Máquina de Lavar com botão físico principal travado. Não responde a nenhuma tentativa de acionamento.,Máquina de Lavar,Email,Problema Técnico,23,Alta
Não funciona,que absurdo,Câmera GoPro Hero,Telefone,Dúvida,43,Média
Emergência: Fogão 5 Bocas não funciona,O Fogão 5 Bocas com falha total inesperada. Preciso de assistência técnica com urgência máxima possível.,Fogão 5 Bocas,Telefone,Reclamação,39,Urgente
Geladeira com faísca elétrica,Geladeira não aquece.,Geladeira,Telefone,Dúvida,45,Alta
Aquecedor a Gás com faísca elétrica,O Aquecedor a Gás com touchscreen sem resposta na parte inferior da tela durante o uso.,Aquecedor a Gás,Chat,Reclamação,62,Urgente
Defeito no Tablet Samsung,O Tablet Samsung com defeito na tela que fica piscando constantemente sem parar durante todo o uso.,Tablet Samsung,Chat,Solicitação de reembolso,36,Média
URGENTE - Purificador de Água,Fui cobrado indevidamente pela manutenção do Purificador de Água que foi cancelada há mais de dois meses.,Purificador de Água,Telefone,Problema Técnico,73,Urgente
Defeito,asdasdasd,Caixa de Som JBL,Email,Reclamação,85,Média
Dúvida técnica Xbox Series X,O Xbox Series X emite ruído alto durante funcionamento normal. O técnico da loja disse ser normal mas claramente não é. Outros usuários relatam o mesmo defeito nos fóruns do produto.,Xbox Series X,Email,Problema Técnico,28,Média
Dúvida técnica Amazon Kindle,Amazon Kindle parou.,Amazon Kindle,Telefone,Cancelamento,77,Média
Problema grave no Geladeira,O Geladeira com tampa ou porta emperrada. Não abre nem fecha de forma correta mais.,Geladeira,Telefone,Problema Técnico,60,Urgente
Manutenção Impressora HP,O Impressora HP travou durante apresentação importante e não inicializa mais. Tentei todos os procedimentos de recuperação sem sucesso. Todos os meus projetos estão salvos e preciso dos dados.,Impressora HP,Email,Reclamação,73,Alta
Emergência: Fogão não funciona,Fogão emperrado.,Fogão,Telefone,Problema Técnico,56,Urgente
Defeito no Aspirador Dyson,O Aspirador Dyson com defeito visível após apenas um mês de uso regular e dentro da garantia.,Aspirador Dyson,Telefone,Problema Técnico,54,Alta
Notebook Dell XPS travado - trabalho parado,O Notebook Dell XPS não liga desde ontem à noite. Perdi todos os alimentos que estavam armazenados dentro.,Notebook Dell XPS,Telefone,Dúvida,53,Média
Defeito no Aspirador Dyson,Sistema travou.,Aspirador Dyson,Telefone,Solicitação de reembolso,58,Alta
iPhone 13 quebrou - sem produtividade,Botão travado.,iPhone 13,Chat,Reclamação,55,Alta
Assistência Tablet Samsung,O Tablet Samsung superaquecendo de forma intensa. Fica extremamente quente em menos de cinco minutos de uso.,Tablet Samsung,Telefone,Cancelamento,82,Alta
Atendimento,entregaram errado,Tablet Samsung,Email,Problema Técnico,18,Média
Fogão parou - urgente,Fogão com defeito grave.,Fogão,Email,Cancelamento,52,Média
Falha no Aspirador Dyson,O Aspirador Dyson com touchscreen sem resposta na parte inferior da tela durante o uso.,Aspirador Dyson,Email,Reclamação,59,Média
Geladeira com faísca elétrica,O Geladeira emite ruído alto durante funcionamento normal. O técnico da loja disse ser normal mas claramente não é. Outros usuários relatam o mesmo defeito nos fóruns do produto.,Geladeira,Telefone,Reclamação,74,Urgente
Reclamação,me liguem rápido,Tablet Samsung,Telefone,Reclamação,41,Baixa
Suporte,quebrou,Smartwatch Garmin,Email,Reclamação,19,Baixa
iPhone 14 travado - trabalho parado,O iPhone 14 superaquecendo de forma intensa. Fica extremamente quente em menos de cinco minutos de uso.,iPhone 14,Telefone,Reclamação,50,Alta
Notebook Dell XPS travado - trabalho parado,Notebook Dell XPS defeituoso.,Notebook Dell XPS,Email,Dúvida,21,Baixa
Urgente: Máquina de Lavar com risco de incêndio,O Máquina de Lavar reiniciando em loop contínuo e sem parar. Não consigo usar de jeito algum.,Máquina de Lavar,Chat,Reclamação,56,Alta
Manutenção Smart TV Samsung 55,O Smart TV Samsung 55 está superaquecendo e desligando automaticamente após poucos minutos de uso normal.,Smart TV Samsung 55,Telefone,Cancelamento,52,Média
Purificador de Água causando risco,O Purificador de Água não liga mais e ainda está dentro do prazo legal de garantia do produto.,Purificador de Água,Chat,Cancelamento,52,Alta
Tablet Samsung não funciona,Solicitei cancelamento do Tablet Samsung e continuo sendo cobrado indevidamente mês após mês.,Tablet Samsung,Chat,Dúvida,69,Média
Problemas,nao resolve,Purificador de Água,Telefone,Solicitação de reembolso,25,Baixa
Problema grave no Fogão,O Fogão com controle remoto sem nenhuma resposta mesmo com pilha nova recém instalada.,Fogão,Chat,Solicitação de reembolso,28,Alta
Câmera GoPro Hero com falha leve,O Câmera GoPro Hero com porta de conexão USB danificada. Nenhum dispositivo conecta mais corretamente.,Câmera GoPro Hero,Telefone,Problema Técnico,33,Alta
